transaction_id,customer_id,amount,transaction_date,product_category,payment_method,store_location
830,574,4411.81,4/4/2025 5:25,Home,Cash,Chicago
831,10,220.35,5/21/2025 17:47,Sports,PayPal,Los Angeles
832,586,4904.92,4/26/2025 22:55,Home,PayPal,Los Angeles
833,660,2168.37,1/17/2025 23:09,Home,PayPal,Los Angeles
834,537,87.12,3/14/2025 5:00,Beauty,Cash,Los Angeles
835,683,2600.42,5/20/2025 2:32,Sports,Credit Card,Chicago
836,618,4083.59,1/26/2025 23:20,Beauty,Debit Card,Los Angeles
837,888,4312.87,1/9/2025 16:06,Home,Cash,New York
838,104,3736.19,3/30/2025 16:29,Home,Debit Card,Miami
839,853,1081.65,6/16/2025 21:22,Home,Credit Card,Miami
840,516,4669.1,4/20/2025 22:06,Sports,Cash,Online
841,331,3937.72,1/28/2025 13:50,Home,Debit Card,Chicago
842,833,4786.84,1/28/2025 15:30,Electronics,PayPal,Chicago
843,495,1923.08,5/17/2025 7:54,Home,Debit Card,Online
844,521,3968.51,3/5/2025 23:56,Clothing,Debit Card,New York
845,378,3095.94,3/21/2025 2:06,Beauty,Debit Card,Chicago
846,370,3109.27,4/1/2025 12:50,Beauty,Debit Card,Chicago
847,156,2475.38,5/5/2025 10:24,Home,Debit Card,Los Angeles
848,205,,3/19/2025 18:36,Beauty,Debit Card,Chicago
849,825,1097.11,5/2/2025 5:07,Electronics,Cash,Miami
850,524,,1/5/2025 1:40,Sports,Credit Card,Los Angeles
851,554,3721.88,4/14/2025 2:34,Beauty,Cash,Los Angeles
852,733,557.26,3/16/2025 20:07,Home,Cash,Online
853,743,2597.74,4/19/2025 2:37,Sports,Cash,Chicago
854,398,3447.83,4/27/2025 20:25,Clothing,Debit Card,Miami
855,67,4168.82,1/24/2025 21:28,Sports,Credit Card,Online
856,123,3476.24,3/13/2025 3:48,Sports,Credit Card,New York
857,7,697.57,6/13/2025 12:03,Beauty,Debit Card,Chicago
858,846,2038.07,4/10/2025 17:12,Electronics,Credit Card,Miami
859,60,3651.58,3/1/2025 11:49,Home,PayPal,Online
860,82,2913.33,5/9/2025 3:54,Clothing,PayPal,Los Angeles
861,656,2937.02,4/29/2025 15:17,Beauty,PayPal,Miami
862,990,788.52,3/12/2025 10:50,Beauty,Credit Card,Online
863,911,2421.09,4/18/2025 8:01,Electronics,Debit Card,Chicago
864,723,3349.77,3/9/2025 14:58,Clothing,Cash,Los Angeles
865,109,3906.21,3/30/2025 6:54,Electronics,Credit Card,Los Angeles
866,318,3070.8,5/25/2025 13:36,Home,PayPal,New York
867,696,865.55,4/17/2025 6:29,Electronics,Credit Card,Online
868,26,3378.58,4/27/2025 11:24,Clothing,Debit Card,Los Angeles
869,89,3235.69,1/6/2025 11:55,Beauty,PayPal,Los Angeles
870,599,3148.32,5/26/2025 1:04,Sports,Credit Card,Online
871,153,594.41,3/2/2025 2:10,Beauty,Cash,New York
872,218,673.2,3/15/2025 8:39,Clothing,Debit Card,Online
873,230,3671.14,2/7/2025 13:32,Sports,Credit Card,Chicago
874,20,3934.82,5/4/2025 10:16,Sports,Credit Card,Online
875,856,2666.01,5/8/2025 14:55,Beauty,PayPal,Los Angeles
876,129,1812.25,1/26/2025 13:26,Beauty,Credit Card,New York
877,483,1242.55,1/17/2025 3:11,Clothing,Debit Card,Chicago
878,344,3534.78,2/7/2025 0:30,Electronics,Credit Card,Los Angeles
879,266,3625.53,2/1/2025 22:35,Home,PayPal,Chicago
880,681,4624.07,5/18/2025 8:05,Clothing,Debit Card,Chicago
881,340,896.57,4/21/2025 9:01,Electronics,Cash,Online
882,952,4608.54,6/1/2025 14:34,Sports,Cash,Online
883,980,2715.8,2/7/2025 16:27,Clothing,Cash,Online
884,214,4640.15,3/13/2025 8:28,Clothing,Credit Card,Los Angeles
885,696,1114.14,6/6/2025 5:21,Electronics,PayPal,Chicago
886,998,,3/16/2025 15:42,Beauty,Debit Card,Online
887,216,3982.83,5/30/2025 16:26,Beauty,Cash,Los Angeles
888,420,3424.18,2/14/2025 5:41,Sports,Debit Card,Chicago
889,650,2667.77,6/8/2025 12:01,Electronics,Debit Card,Los Angeles
890,313,3469.31,4/14/2025 8:11,Home,Cash,Online
891,90,4080.14,1/26/2025 17:53,Clothing,Cash,Miami
892,777,1712.9,5/25/2025 16:39,Electronics,Debit Card,Chicago
893,71,470.04,3/29/2025 13:05,Electronics,PayPal,Online
894,559,4291.48,2/12/2025 20:01,Electronics,Credit Card,Online
895,966,4382.49,2/16/2025 10:28,Clothing,PayPal,Chicago
896,901,2719.3,1/1/2025 22:40,Sports,Cash,Chicago
897,875,4883.98,6/14/2025 9:11,Beauty,Credit Card,New York
898,401,2638.12,6/6/2025 11:56,Clothing,Debit Card,Los Angeles
899,418,4549.18,1/4/2025 4:51,Home,Debit Card,Miami
900,256,2765.69,2/17/2025 8:36,Clothing,Cash,Los Angeles
901,567,4899.77,6/2/2025 15:25,Clothing,Credit Card,Miami
902,117,1657.23,2/15/2025 1:29,Sports,Cash,New York
903,919,735.32,1/9/2025 8:53,Clothing,Cash,Los Angeles
904,913,1334.62,4/9/2025 5:51,Sports,Debit Card,Chicago
905,31,258.16,5/28/2025 23:35,Sports,Credit Card,Miami
906,848,3313.64,5/29/2025 3:10,Sports,PayPal,New York
907,244,3311.41,6/6/2025 0:30,Sports,PayPal,New York
908,441,,5/12/2025 15:19,Beauty,Cash,New York
909,450,4579.04,1/9/2025 22:51,Clothing,Credit Card,Miami
910,202,4542.68,3/26/2025 4:05,Home,Cash,Online
911,141,319.55,4/1/2025 13:14,Beauty,Debit Card,Chicago
912,63,4903.78,4/20/2025 15:29,Beauty,Debit Card,Chicago
913,642,1546.61,5/18/2025 22:07,Sports,PayPal,New York
914,610,4419.84,5/2/2025 9:57,Beauty,Cash,Online
915,755,2985.85,1/2/2025 6:39,Electronics,Cash,Chicago
916,478,1645.06,1/15/2025 7:38,Electronics,PayPal,New York
917,169,1569.36,4/4/2025 16:36,Electronics,PayPal,Los Angeles
918,60,4687.61,1/21/2025 4:28,Electronics,Cash,Miami
919,489,1557.84,5/27/2025 15:29,Home,Credit Card,New York
920,333,3877.7,5/1/2025 12:36,Electronics,Debit Card,New York
921,853,,4/5/2025 8:22,Home,PayPal,Online
922,230,2641.59,3/1/2025 13:18,Sports,PayPal,New York
923,947,1090.62,1/9/2025 12:05,Home,Debit Card,Miami
924,526,2521.09,6/16/2025 2:32,Clothing,Cash,Miami
925,637,975.73,4/30/2025 3:42,Electronics,Cash,Chicago
926,969,724.96,4/7/2025 23:57,Beauty,Credit Card,New York
927,488,2250.71,4/27/2025 19:49,Home,Credit Card,Chicago
928,302,4334.04,5/22/2025 7:19,Beauty,Debit Card,Miami
929,86,4256.47,1/18/2025 23:25,Sports,Cash,Chicago
930,70,2156.22,5/5/2025 19:04,Beauty,Credit Card,Chicago
931,349,3267.7,4/16/2025 9:30,Beauty,Debit Card,Miami
932,378,4149.87,6/5/2025 17:32,Electronics,Credit Card,Online
933,84,4427.79,5/24/2025 2:38,Electronics,PayPal,New York
934,788,3242.93,4/23/2025 1:06,Beauty,PayPal,Chicago
935,690,2831.03,3/7/2025 20:52,Beauty,Debit Card,Los Angeles
936,752,4226.16,5/17/2025 22:40,Sports,Debit Card,Chicago
937,483,2544.59,3/16/2025 4:38,Beauty,Cash,Chicago
938,54,608.46,6/9/2025 12:41,Electronics,Debit Card,New York
939,796,1259.34,2/24/2025 0:06,Clothing,Cash,New York
940,395,11.88,4/9/2025 2:54,Home,Credit Card,Online
941,481,2384.11,1/7/2025 6:28,Electronics,PayPal,Chicago
942,48,2828.92,3/19/2025 6:18,Sports,PayPal,Online
943,790,4403.46,6/13/2025 5:25,Electronics,Debit Card,New York
944,210,3463.49,2/4/2025 20:33,Electronics,PayPal,New York
945,164,332.21,3/20/2025 14:25,Sports,Cash,Los Angeles
946,30,1252.53,6/1/2025 10:04,Home,Cash,Miami
947,208,2226.28,3/7/2025 3:05,Beauty,Cash,Los Angeles
948,351,822.8,3/20/2025 23:31,Beauty,Debit Card,New York
949,191,765.55,6/16/2025 21:13,Clothing,Cash,Online
950,763,564.56,3/8/2025 3:08,Beauty,PayPal,Miami
951,227,989.98,5/14/2025 6:58,Beauty,Cash,Online
952,825,1485.02,6/5/2025 2:49,Sports,Debit Card,Online
953,174,4405.23,1/27/2025 20:17,Electronics,Debit Card,Miami
954,66,3953.3,1/17/2025 10:46,Home,Debit Card,Online
955,229,4694.35,4/10/2025 23:33,Sports,Cash,Miami
956,785,2130.25,5/13/2025 9:55,Electronics,Debit Card,Chicago
957,120,1538.84,5/28/2025 22:50,Home,Debit Card,New York
958,934,3987.4,4/8/2025 9:17,Home,Cash,Los Angeles
959,798,2359.39,1/31/2025 19:06,Home,Credit Card,Los Angeles
960,473,2571.55,2/10/2025 23:20,Electronics,Cash,Los Angeles
961,859,827.86,1/3/2025 22:26,Clothing,Cash,New York
962,274,2238.32,6/5/2025 12:16,Beauty,Credit Card,New York
963,808,2829.24,2/20/2025 15:02,Home,Debit Card,Los Angeles
964,623,3667.92,4/5/2025 14:10,Clothing,Credit Card,Los Angeles
965,514,2633.39,1/26/2025 2:27,Clothing,Cash,Online
966,823,2870.19,3/19/2025 2:14,Clothing,PayPal,Miami
967,13,631.85,2/18/2025 17:30,Home,Cash,Online
968,238,1223.14,1/7/2025 8:55,Beauty,Debit Card,Los Angeles
969,266,4238.05,2/5/2025 18:42,Electronics,Debit Card,Chicago
970,387,2243.19,3/31/2025 23:10,Sports,Debit Card,Chicago
971,648,2296.35,6/5/2025 3:43,Home,Credit Card,New York
972,532,4333.14,6/3/2025 3:09,Electronics,Cash,Online
973,176,,3/31/2025 14:14,Sports,Cash,Miami
974,670,3020.45,4/19/2025 12:40,Beauty,Cash,New York
975,831,3415.38,2/21/2025 23:29,Home,PayPal,New York
976,975,2640.59,5/21/2025 2:01,Electronics,Cash,Los Angeles
977,431,4032.94,5/21/2025 1:12,Beauty,Debit Card,Online
978,710,410.11,1/14/2025 16:01,Electronics,Cash,Miami
979,556,2130.7,3/29/2025 18:26,Clothing,PayPal,New York
980,527,4424.47,3/20/2025 6:54,Sports,Credit Card,Online
981,239,3867.26,2/25/2025 23:37,Beauty,Debit Card,Online
982,563,3935.86,1/24/2025 2:35,Sports,Debit Card,New York
983,623,559.51,6/11/2025 5:55,Beauty,Cash,New York
984,271,4213.12,1/6/2025 19:50,Sports,Cash,Online
985,881,1993.41,4/5/2025 18:53,Home,Debit Card,Online
986,694,166.41,4/18/2025 10:50,Sports,PayPal,Miami
987,922,697.3,2/18/2025 9:04,Sports,PayPal,Online
988,667,2815.32,6/15/2025 20:57,Beauty,Cash,Los Angeles
989,447,,1/22/2025 14:27,Beauty,Cash,Chicago
990,780,1050.33,4/20/2025 20:55,Sports,Credit Card,Chicago
991,162,3055,4/30/2025 22:46,Clothing,Debit Card,Los Angeles
992,303,457.81,6/1/2025 21:18,Clothing,PayPal,Chicago
993,845,2379.23,5/5/2025 5:34,Clothing,Credit Card,Online
994,443,4232.53,2/28/2025 4:00,Electronics,Debit Card,Chicago
995,927,1368.17,2/8/2025 21:53,Clothing,Cash,Los Angeles
996,60,712.47,1/13/2025 14:16,Electronics,Debit Card,New York
997,235,2125.18,6/9/2025 12:37,Electronics,PayPal,Chicago
998,669,3069.08,4/1/2025 19:59,Home,PayPal,Los Angeles
999,931,2262.75,6/8/2025 1:36,Clothing,Debit Card,Online
1000,925,4141.44,5/24/2025 13:39,Electronics,PayPal,Online
